"1","0000","IBM INTERNAL      ","ZF","IBM INTERNAL      ","Z","Exclusions","21","Unassigned          ","UNAS",,"USA ","2016-07-04-05.06.14.067356"
"139","2310","MANUFACTURE OF COKE OVEN PRODUCTS    ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"140","2320","MANUFACTURE OF REFINED PETROLEUM PRODUCTS   ","PO","Petroleum      ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"141","2320","MANUFACTURE OF REFINED PETROLEUM PRODUCTS   ","PO","Petroleum      ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"142","2330","PROCESSING OF NUCLEAR FUEL     ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"143","2330","PROCESSING OF NUCLEAR FUEL     ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"144","2411","MANUF - BASIC CHEMICALS     ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"145","2411","MANUF - BASIC CHEMICALS     ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"146","2412","MANUF - FERTILIZERS AND NITROGEN COMPOUNDS   ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"147","2412","MANUF - FERTILIZERS AND NITROGEN COMPOUNDS   ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"148","2413","MANUF-PLASTICS(PRIMARY FORMS & SYNTH RUBBER)  ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"149","2413","MANUF-PLASTICS(PRIMARY FORMS & SYNTH RUBBER)  ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"150","2421","MANUF - PESTICIDES & OTH AGRO-CHEM PRODUCTS   ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"151","2421","MANUF - PESTICIDES & OTH AGRO-CHEM PRODUCTS   ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"152","2422","MFG - PAINTS/VARNISHES/PRINTING INK/MASTICS   ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"153","2422","MFG - PAINTS/VARNISHES/PRINTING INK/MASTICS   ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"154","2423","MFG-PHARM/MEDICINAL CHEMICALS/BOTANICAL PROD.  ","XF","Pharmaceuticals     ","X","Life Sciences","8C","Life Sciences       ","PUB ","Public","USU ","2016-04-05-16.17.59.906441"
"155","2423","MFG-PHARM/MEDICINAL CHEMICALS/BOTANICAL PROD.  ","XF","Pharmaceuticals     ","X","Life Sciences","8C","Life Sciences       ","PUB ","Public","WWW ","2016-07-04-05.06.14.067356"
"156","2424","MANUF - SOAPS, CLEANING, PERFUME/TOILET PREPS  ","DK","CP - Household / Health & Beauty   ","D","Consumer Products","18","ConsumerPackageGoods","DIST","Distribution","USU ","2016-04-05-16.17.59.906441"
"157","2424","MANUF - SOAPS, CLEANING, PERFUME/TOILET PREPS  ","DK","CP - Household / Health & Beauty   ","D","Consumer Products","18","ConsumerPackageGoods","DIST","Distribution","WWW ","2016-07-04-05.06.14.067356"
"158","2429","MANUFACTURE OF OTHER CHEMICAL PRODUCTS N.E.C.  ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"159","2429","MANUFACTURE OF OTHER CHEMICAL PRODUCTS N.E.C.  ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"160","2430","MANUFACTURE OF MAN-MADE FIBRES    ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"161","2430","MANUFACTURE OF MAN-MADE FIBRES    ","PC","Chemicals & Life Sciences    ","P","Chemicals & Petroleum","15","Chemicals&Petroleum ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"162","2511","MANUF TIRES/TUBES, RETREADING/REBUILD TIRES   ","JB","Automotive Suppliers     ","J","Automotive","4A","Automotive          ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"163","2511","MANUF TIRES/TUBES, RETREADING/REBUILD TIRES   ","JB","Automotive Suppliers     ","J","Automotive","4A","Automotive          ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"164","2519","MANUFACTURE OF OTHER RUBBER PRODUCTS   ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"165","2519","MANUFACTURE OF OTHER RUBBER PRODUCTS   ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"166","2520","MANUFACTURE OF PLASTICS PRODUCTS    ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"167","2520","MANUFACTURE OF PLASTICS PRODUCTS    ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"169","2610","MANUFACTURE OF GLASS AND GLASS PRODUCTS   ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"170","2691","MANUF -NON-STRUCTURAL NON-REFRACTORY CERAMIC  ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"171","2691","MANUF -NON-STRUCTURAL NON-REFRACTORY CERAMIC  ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"172","2692","MANUFACTURE OF REFRACTORY CERAMIC PRODUCTS   ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"173","2692","MANUFACTURE OF REFRACTORY CERAMIC PRODUCTS   ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"174","2693","MANUF-STRUCTURAL NON-REFRACTORY CLAY/CERAMIC  ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"175","2693","MANUF-STRUCTURAL NON-REFRACTORY CLAY/CERAMIC  ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"176","2694","MANUFACTURE OF CEMENT, LIME AND PLASTER   ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"177","2694","MANUFACTURE OF CEMENT, LIME AND PLASTER   ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"178","2695","MANUF - ARTICLES OF CONCRETE, CEMENT, PLASTER  ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"179","2695","MANUF - ARTICLES OF CONCRETE, CEMENT, PLASTER  ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"180","2696","CUTTING, SHAPING AND FINISHING OF STONE   ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"181","2696","CUTTING, SHAPING AND FINISHING OF STONE   ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"182","2699","MANUF - ALL OTH NON-METALLIC MINERAL PRODUCTS  ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"183","2699","MANUF - ALL OTH NON-METALLIC MINERAL PRODUCTS  ","ML","Other Process      ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"184","2710","MANUFACTURE OF BASIC IRON AND STEEL    ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"185","2710","MANUFACTURE OF BASIC IRON AND STEEL    ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"186","2720","MANUF - BASIC PRECIOUS AND NON-FERROUS METALS  ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"187","2720","MANUF - BASIC PRECIOUS AND NON-FERROUS METALS  ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"188","2731","CASTING OF IRON AND STEEL     ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"189","2731","CASTING OF IRON AND STEEL     ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"190","2732","CASTING OF NON-FERROUS METALS    ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"191","2732","CASTING OF NON-FERROUS METALS    ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"192","2811","MANUFACTURE OF STRUCTURAL METAL PRODUCTS   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"193","2811","MANUFACTURE OF STRUCTURAL METAL PRODUCTS   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"194","2812","MANUF TANKS, RESERVOIRS & CONTAINERS OF METAL  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"195","2812","MANUF TANKS, RESERVOIRS & CONTAINERS OF METAL  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"196","2813","MANUF STEAM GENERATORS (NOT CENTRAL HEATING )  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"197","2813","MANUF STEAM GENERATORS (NOT CENTRAL HEATING )  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"198","2891","FORGING, FORMING OF METAL, POWDER METALLURGY  ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"199","2891","FORGING, FORMING OF METAL, POWDER METALLURGY  ","MJ","Metals       ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"200","2892","TREATMENT/COATING OF METALS, GENERAL MECH ENG  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"201","2892","TREATMENT/COATING OF METALS, GENERAL MECH ENG  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"202","2893","MANUF CUTLERY/ HAND TOOLS/GENERAL HARDWARE   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"203","2893","MANUF CUTLERY/ HAND TOOLS/GENERAL HARDWARE   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"204","2899","MANUF OTHER FABRICATED METAL PRODUCTS N.E.C.  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"205","2899","MANUF OTHER FABRICATED METAL PRODUCTS N.E.C.  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"206","2911","Manuf Engines (Except Aircraft/Vehicle/Cycle)  ","JC","Heavy Equipment     ","J","Automotive","4A","Automotive          ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"207","2911","Manuf Engines (Except Aircraft/Vehicle/Cycle)  ","JC","Heavy Equipment     ","J","Automotive","4A","Automotive          ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"208","2912","MANUF PUMPS, COMPRESSORS, TAPS AND VALVES   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"209","2912","MANUF PUMPS, COMPRESSORS, TAPS AND VALVES   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"210","2913","MANUF BEARINGS/GEARS,GEARING,DRIVING ELEMENTS  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"211","2913","MANUF BEARINGS/GEARS,GEARING,DRIVING ELEMENTS  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"212","2914","MANUF OVENS, FURNACES AND FURNACE BURNERS   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"213","2914","MANUF OVENS, FURNACES AND FURNACE BURNERS   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"214","2915","MANUFACTURE OF LIFTING AND HANDLING EQUIPMENT  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"215","2915","MANUFACTURE OF LIFTING AND HANDLING EQUIPMENT  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"216","2919","MANUF OTHER GENERAL PURPOSE MACHINERY   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"217","2919","MANUF OTHER GENERAL PURPOSE MACHINERY   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"218","2921","MANUF AGRICULTURAL AND FORESTRY MACHINERY   ","JC","Heavy Equipment     ","J","Automotive","4A","Automotive          ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"219","2921","MANUF AGRICULTURAL AND FORESTRY MACHINERY   ","JC","Heavy Equipment     ","J","Automotive","4A","Automotive          ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"220","2922","MANUFACTURE OF MACHINE-TOOLS    ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"221","2922","MANUFACTURE OF MACHINE-TOOLS    ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"222","2923","MANUFACTURE OF MACHINERY FOR METALLURGY   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"223","2923","MANUFACTURE OF MACHINERY FOR METALLURGY   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"224","2924","MANUF MACHINERY-MINING,QUARRYING,CONSTRUCTION  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"225","2924","MANUF MACHINERY-MINING,QUARRYING,CONSTRUCTION  ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"226","2925","MANUF MACHINERY-FOOD,BEVERAGE,TOBACCO   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
"227","2925","MANUF MACHINERY-FOOD,BEVERAGE,TOBACCO   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","WWW ","2016-07-04-05.06.14.067356"
"228","2926","MANUF MACHINERY-TEXTILE,APPAREL,LEATHER   ","MC","Fabrication & Assembly     ","M","Industrial Products","4D","Industrial Products ","INDU","Industrial","USU ","2016-04-05-16.17.59.906441"
